num_blocks,initial_filters,filter_sizes,nhl_activation,ol_activation,cost_function,data_split,learning_rate,weight_decay,betas,epochs,average_test_accuracy,std_test_accuracy,average_f1_score,std_f1_score
3,16,"[16, 32, 64]",sigmoid,,cross_entropy,"(0.8, 0.1, 0.1)",0.001,0.0,"(0.9, 0.9)",50,67.89554531490015,2.02952538582547,0.6675801287877535,0.02282230796299685
3,16,"[16, 32, 64]",sigmoid,,cross_entropy,"(0.4, 0.2, 0.4)",0.001,0.0,"(0.9, 0.9)",50,61.32410877294129,1.0189077460794882,0.5921864408816538,0.010417770960431907
3,16,"[16, 32, 64]",sigmoid,,cross_entropy,"(0.1, 0.1, 0.8)",0.001,0.0,"(0.9, 0.9)",50,21.541492479938494,21.580975261332863,0.14919685402631444,0.23222361312062353
4,16,"[16, 32, 64, 128]",relu,,cross_entropy,"(0.8, 0.1, 0.1)",0.001,0.0,"(0.9, 0.9)",50,67.3195084485407,0.7039286781806223,0.6594428066004918,0.012749165860353538
4,16,"[16, 32, 64, 128]",relu,,cross_entropy,"(0.4, 0.2, 0.4)",0.001,0.0,"(0.9, 0.9)",50,62.477178821946765,0.94133063518985,0.609824244919825,0.011173830674213655
4,16,"[16, 32, 64, 128]",relu,,cross_entropy,"(0.1, 0.1, 0.8)",0.001,0.0,"(0.9, 0.9)",50,48.435923309788095,0.1498097858643945,0.46175060945165036,0.005994867070677022
4,16,"[16, 32, 64, 128]",sigmoid,,cross_entropy,"(0.8, 0.1, 0.1)",0.001,0.0,"(0.9, 0.9)",50,65.62980030721967,1.572626361708391,0.6492516038088664,0.01789501898442644
4,16,"[16, 32, 64, 128]",sigmoid,,cross_entropy,"(0.4, 0.2, 0.4)",0.001,0.0,"(0.9, 0.9)",50,58.71048332852887,0.8155134964050653,0.5610461335781819,0.00450847661284493
4,16,"[16, 32, 64, 128]",sigmoid,,cross_entropy,"(0.1, 0.1, 0.8)",0.001,0.0,"(0.9, 0.9)",50,12.743260775551391,3.1867934681242045,0.035947651344555694,0.01803641222725011
1,128,[128],relu,,cross_entropy,"(0.8, 0.1, 0.1)",0.001,0.0,"(0.9, 0.9)",50,68.27956989247312,0.7670884929123717,0.6714689580237365,0.007979206730129113
1,128,[128],relu,,cross_entropy,"(0.4, 0.2, 0.4)",0.001,0.0,"(0.9, 0.9)",50,63.37080810992601,0.5592191612165467,0.6196699796606637,0.004766111696356423
1,128,[128],relu,,cross_entropy,"(0.1, 0.1, 0.8)",0.001,0.0,"(0.9, 0.9)",50,51.62173850367594,0.8628825961065146,0.4830509212656021,0.006569046357764282
1,128,[128],sigmoid,,cross_entropy,"(0.8, 0.1, 0.1)",0.001,0.0,"(0.9, 0.9)",50,62.01996927803379,1.284618178469873,0.6124067433941961,0.013612746954652151
1,128,[128],sigmoid,,cross_entropy,"(0.4, 0.2, 0.4)",0.001,0.0,"(0.9, 0.9)",50,57.24031901604689,0.28439797418946405,0.5680000759631002,0.007144679367686789
1,128,[128],sigmoid,,cross_entropy,"(0.1, 0.1, 0.8)",0.001,0.0,"(0.9, 0.9)",50,41.641439623276156,1.2926838946695607,0.3946267113259929,0.01906807689241822
2,128,"[128, 256]",relu,,cross_entropy,"(0.8, 0.1, 0.1)",0.001,0.0,"(0.9, 0.9)",50,72.27342549923195,1.634700203824326,0.7159112654867569,0.017275096641217992
2,128,"[128, 256]",relu,,cross_entropy,"(0.4, 0.2, 0.4)",0.001,0.0,"(0.9, 0.9)",50,67.01258768136832,1.0864027090634,0.668227272469677,0.01125997181558066
2,128,"[128, 256]",relu,,cross_entropy,"(0.1, 0.1, 0.8)",0.001,0.0,"(0.9, 0.9)",50,52.97198596895873,0.7953795249360495,0.5013286588850905,0.006658480206319905
2,128,"[128, 256]",sigmoid,,cross_entropy,"(0.8, 0.1, 0.1)",0.001,0.0,"(0.9, 0.9)",50,69.23963133640554,0.8997983497588347,0.6895321575076847,0.010298787416552936
2,128,"[128, 256]",sigmoid,,cross_entropy,"(0.4, 0.2, 0.4)",0.001,0.0,"(0.9, 0.9)",50,62.35226289997117,0.7899792220262142,0.6145299169301993,0.01233399039170561
2,128,"[128, 256]",sigmoid,,cross_entropy,"(0.1, 0.1, 0.8)",0.001,0.0,"(0.9, 0.9)",50,47.50372399211955,0.9268960896736693,0.44952215650227356,0.021613720653744298
3,128,"[128, 256, 512]",relu,,cross_entropy,"(0.8, 0.1, 0.1)",0.001,0.0,"(0.9, 0.9)",50,73.54070660522274,2.2230346602774618,0.7290584858203315,0.026751048375941777
3,128,"[128, 256, 512]",relu,,cross_entropy,"(0.4, 0.2, 0.4)",0.001,0.0,"(0.9, 0.9)",50,68.29057365234938,0.7962656279580916,0.6756841318950267,0.004500720944891233
3,128,"[128, 256, 512]",relu,,cross_entropy,"(0.1, 0.1, 0.8)",0.001,0.0,"(0.9, 0.9)",50,53.89938013550526,1.313943072233626,0.5194478430284009,0.021852958803936597
3,128,"[128, 256, 512]",sigmoid,,cross_entropy,"(0.1, 0.1, 0.8)",0.001,0.0,"(0.9, 0.9)",50,9.149007736293306,0.11651872233897591,0.015339019006030323,0.0003755000084472429
3,128,"[128, 256, 512]",sigmoid,,cross_entropy,"(0.4, 0.2, 0.4)",0.001,0.0,"(0.9, 0.9)",50,64.3989622369559,0.7751126929806123,0.6331409519229847,0.013920514188294916
3,128,"[128, 256, 512]",sigmoid,,cross_entropy,"(0.8, 0.1, 0.1)",0.001,0.0,"(0.9, 0.9)",50,70.54531490015361,1.1539922581656514,0.6975608858348006,0.010053540923917434
4,128,"[128, 256, 512, 1024]",relu,,cross_entropy,"(0.8, 0.1, 0.1)",0.001,0.0,"(0.9, 0.9)",50,71.54377880184332,3.5303118539273175,0.7101028652207209,0.03683949977139289
4,128,"[128, 256, 512, 1024]",relu,,cross_entropy,"(0.4, 0.2, 0.4)",0.001,0.0,"(0.9, 0.9)",50,66.74353800326703,1.2234683610951829,0.6594190997489295,0.01639158639465373
4,128,"[128, 256, 512, 1024]",relu,,cross_entropy,"(0.1, 0.1, 0.8)",0.001,0.0,"(0.9, 0.9)",50,51.833165153044064,0.7823399928474086,0.49855131774014105,0.014464812654692044
4,128,"[128, 256, 512, 1024]",sigmoid,,cross_entropy,"(0.8, 0.1, 0.1)",0.001,0.0,"(0.9, 0.9)",50,28.49462365591398,36.783521082791616,0.24104227763563568,0.4004691813685129
4,128,"[128, 256, 512, 1024]",sigmoid,,cross_entropy,"(0.4, 0.2, 0.4)",0.001,0.0,"(0.9, 0.9)",50,9.359085231094456,0.5078201311318851,0.016045581997952356,0.0016476340952693456
4,128,"[128, 256, 512, 1024]",sigmoid,,cross_entropy,"(0.1, 0.1, 0.8)",0.001,0.0,"(0.9, 0.9)",50,9.177838643025323,0.08689222680325372,0.01543114343844721,0.0002800868212816853
