problem_file,selection_method,crossover_method,mutation_method,elitism,diversity_injection,final_best_fitness_error,convergence_rate,time_taken
ulysses22,sus,pmx,swap,0,0,62.09420599838395,0.0997777777777777,1.999293088912964
ulysses22,sus,pmx,inversion,1,1,26.018346879604547,0.2253333333333333,4.397080739339192
ulysses22,sus,pmx,inversion,1,0,30.24383288179096,0.3503333333333333,6.88572637240092
ulysses22,sus,pmx,inversion,0,1,68.64870003327154,0.079,1.5943172772725422
ulysses22,sus,pmx,inversion,0,0,67.56499833642283,0.1605555555555555,3.1798292795817056
ulysses22,sus,pmx,scramble,1,1,38.26227482294786,0.3072222222222222,6.007449626922607
ulysses22,sus,pmx,scramble,1,0,37.28789391130757,0.2822222222222222,5.4905104637146
ulysses22,sus,pmx,scramble,0,1,66.07728504206473,0.1565555555555555,3.1837687492370605
ulysses22,sus,pmx,scramble,0,0,66.11055658538903,0.0983333333333333,2.000127077102661
ulysses22,sus,order,swap,1,1,27.064023955511196,0.3874444444444444,7.969607512156169
ulysses22,sus,order,swap,1,0,38.33832406483197,0.2082222222222222,4.350204388300578
ulysses22,sus,order,swap,0,1,70.53567184752127,0.0868888888888889,1.8175968329111736
ulysses22,sus,order,swap,0,0,70.4976472265792,0.0942222222222222,2.132810513178508
ulysses22,sus,order,inversion,1,1,20.95631921669281,0.2202222222222222,4.4494202931722
ulysses22,sus,order,inversion,1,0,14.454109035600553,0.3482222222222222,7.234779040018718
ulysses22,sus,order,inversion,0,1,61.87556442796711,0.0853333333333333,1.7909536361694336
ulysses22,sus,order,inversion,0,0,69.1572793383716,0.1178888888888888,2.432644764582316
ulysses22,sus,order,scramble,1,1,26.118161509577448,0.2641111111111111,5.301993529001872
ulysses22,sus,order,scramble,1,0,26.35106231284757,0.1835555555555555,3.699477195739746
ulysses22,sus,order,scramble,0,1,68.48709539426778,0.1077777777777777,2.2367823918660483
ulysses22,sus,order,scramble,0,0,61.96111982508675,0.1767777777777777,3.6408148606618247
gr48,sus,pmx,swap,1,1,154.65715418152993,0.3335555555555556,8.513224919637045
gr48,sus,pmx,swap,1,0,135.16977143612104,0.4154444444444444,10.560587167739868
gr48,sus,pmx,swap,0,1,229.04610912934336,0.0745555555555555,2.0269147555033364
gr48,sus,pmx,swap,0,0,230.47958779231075,0.0732222222222222,1.9194428126017251
gr48,sus,pmx,inversion,1,1,103.05192231470473,0.5684444444444444,14.980965534845987
gr48,sus,pmx,inversion,1,0,111.93684766811998,0.4821111111111111,12.733280976613363
gr48,sus,pmx,inversion,0,1,213.6609855991545,0.102,2.7263895670572915
gr48,sus,pmx,inversion,0,0,223.6755185625578,0.089,2.403872569402059
gr48,sus,pmx,scramble,1,1,167.36028537455408,0.2731111111111111,7.321618954340617
gr48,sus,pmx,scramble,1,0,155.78676179151805,0.2451111111111111,6.884386618932088
gr48,sus,pmx,scramble,0,1,221.38327388030123,0.1164444444444444,3.3030139605204263
gr48,sus,pmx,scramble,0,0,212.5842251288149,0.141,3.95289945602417
gr48,sus,order,swap,1,1,113.58171488968162,0.3617777777777777,10.47554636001587
gr48,sus,order,swap,0,1,227.1634297793632,0.0989999999999999,3.3982133865356445
gr48,sus,order,swap,0,0,231.36477738142423,0.1111111111111111,3.7050143082936606
gr48,sus,order,inversion,0,1,235.169771436121,0.0847777777777777,2.8953352769215903
gr48,sus,order,swap,1,0,138.7435592548553,0.2522222222222222,8.342726786931356
gr48,sus,order,inversion,0,0,237.33650416171227,0.0876666666666666,2.937150239944458
gr48,sus,order,inversion,1,1,122.38076364116792,0.3012222222222222,9.899402221043903
gr48,sus,order,scramble,0,1,224.99009116131592,0.1361111111111111,4.6964437166849775
gr48,sus,order,inversion,1,0,121.53520940679084,0.3764444444444444,12.431208690007528
gr48,sus,order,scramble,1,1,141.2604042806183,0.2892222222222222,9.636083126068115
gr48,sus,order,scramble,0,0,223.38485929449067,0.1057777777777777,3.586588462193807
gr48,sus,order,scramble,1,0,130.41352886775005,0.3158888888888888,10.473143815994264
berlin52,sus,pmx,swap,0,0,219.4245558207372,0.0817777777777777,3.240678151448568
berlin52,sus,pmx,swap,0,1,218.18262176257403,0.1458888888888888,5.879852851231893
berlin52,sus,pmx,swap,1,1,141.87660213913196,0.3354444444444444,12.549721002578735
berlin52,sus,pmx,inversion,0,1,201.78997613365155,0.1152222222222222,4.428234338760376
berlin52,sus,pmx,swap,1,0,123.53045169274286,0.4243333333333334,15.861731926600138
berlin52,sus,pmx,inversion,1,0,111.43374878458413,0.3527777777777778,13.439460833867392
berlin52,sus,pmx,inversion,0,0,217.43569345001325,0.1427777777777777,5.707073132197063
berlin52,sus,pmx,inversion,1,1,117.3428798727128,0.4125555555555555,15.61525066693624
berlin52,sus,pmx,scramble,0,1,218.56271546009015,0.079,3.144871791203817
berlin52,sus,pmx,scramble,0,0,212.6624237602758,0.1052222222222222,4.127592007319133
berlin52,sus,pmx,scramble,1,1,142.69424555820737,0.3118888888888889,12.052738269170126
berlin52,sus,pmx,scramble,1,0,143.52956775391144,0.3228888888888888,12.481126149495443
berlin52,sus,order,swap,0,1,221.43993635640413,0.1212222222222222,4.990172863006592
berlin52,sus,order,swap,0,0,218.64668964907628,0.0935555555555555,3.79401437441508
berlin52,sus,order,swap,1,1,114.72200123751436,0.4575555555555555,18.55681347846985
berlin52,sus,order,swap,1,0,120.06541147352604,0.4257777777777778,17.287750562032063
berlin52,sus,order,inversion,0,0,213.50658534429417,0.0995555555555555,4.14921514193217
berlin52,sus,order,inversion,1,1,107.21736055864932,0.3947777777777777,15.737782637278238
berlin52,sus,order,inversion,0,1,223.587907716786,0.179,7.409099578857422
berlin52,sus,order,inversion,1,0,102.95677539114293,0.4438888888888888,17.908067623774212
berlin52,sus,order,scramble,0,1,210.6028462830372,0.1647777777777777,6.921386162439982
berlin52,sus,order,scramble,0,0,218.85883496862016,0.1286666666666666,5.263948758443196
berlin52,sus,order,scramble,1,1,125.67400335896755,0.3518888888888889,14.283533414204916
brazil58,sus,pmx,swap,0,1,294.3873465905362,0.0928888888888889,3.875218152999878
berlin52,sus,order,scramble,1,0,118.30637319897464,0.4215555555555555,17.201713005701702
brazil58,sus,pmx,swap,0,0,281.1104548139397,0.0745555555555555,3.2479560375213623
brazil58,sus,pmx,swap,1,1,177.13854433287392,0.4176666666666667,17.065730571746826
brazil58,sus,pmx,inversion,0,1,284.0467283586008,0.0825555555555555,3.637676556905111
brazil58,sus,pmx,swap,1,0,166.53934501542298,0.5088888888888888,20.935597896575928
brazil58,sus,pmx,inversion,0,0,283.8905296318173,0.119,4.936891635258992
brazil58,sus,pmx,inversion,1,1,155.75113211262058,0.3971111111111111,16.726983070373535
brazil58,sus,pmx,inversion,1,0,150.73702172343636,0.4565555555555556,19.0056045850118
brazil58,sus,pmx,scramble,0,1,291.19905493207324,0.107,4.412874301274617
brazil58,sus,pmx,scramble,1,1,205.1755594933386,0.2173333333333333,8.726513226826986
brazil58,sus,pmx,scramble,0,0,269.4651178053423,0.0934444444444444,3.956113894780477
brazil58,sus,order,swap,0,1,294.7929382424361,0.104,5.0572396119435625
brazil58,sus,pmx,scramble,1,0,197.19236070092535,0.4058888888888889,16.740275065104168
brazil58,sus,order,swap,0,0,290.4298746472403,0.1349999999999999,6.134407043457031
brazil58,sus,order,swap,1,1,153.27820437093914,0.386111111111111,17.306207100550335
brazil58,sus,order,swap,1,0,163.05178184682026,0.3904444444444444,17.338332573572796
brazil58,sus,order,inversion,0,0,296.6686355581808,0.0761111111111111,3.6163134574890137
brazil58,sus,order,inversion,0,1,278.2896895714379,0.1354444444444444,6.545198361078898
brazil58,sus,order,inversion,1,1,155.11058607337404,0.4505555555555555,20.58127466837565
brazil58,sus,order,inversion,1,0,138.60339961934764,0.4288888888888889,19.37770454088847
brazil58,sus,order,scramble,0,1,283.6568878388134,0.0961111111111111,4.482535600662232
brazil58,sus,order,scramble,1,0,162.39417208111834,0.2941111111111111,13.3070494333903
brazil58,sus,order,scramble,1,1,175.30485003609635,0.3474444444444444,15.739667415618896
brazil58,sus,order,scramble,0,0,271.4313841307344,0.0881111111111111,4.056021769841512
st70,sus,pmx,swap,0,1,342.2222222222222,0.075,3.779147307078044
st70,sus,pmx,swap,0,0,344.0,0.0882222222222222,4.594749291737874
st70,sus,pmx,swap,1,0,240.6913580246913,0.3897777777777778,19.154590606689453
st70,sus,pmx,swap,1,1,215.9506172839506,0.3993333333333333,20.117027123769123
st70,sus,pmx,inversion,0,0,340.3950617283951,0.1076666666666666,5.759787321090698
st70,sus,pmx,inversion,0,1,335.358024691358,0.1627777777777777,8.597763458887735
st70,sus,pmx,inversion,1,1,190.66666666666663,0.5257777777777778,27.16306932767232
st70,sus,pmx,inversion,1,0,181.7283950617284,0.563888888888889,29.247427860895797
st70,sus,pmx,scramble,0,1,339.4074074074074,0.1238888888888889,6.5384392738342285
st70,sus,pmx,scramble,0,0,339.8518518518519,0.0984444444444444,5.150722583134969
st70,sus,pmx,scramble,1,1,228.0987654320988,0.3912222222222222,20.138712406158447
st70,sus,pmx,scramble,1,0,244.74074074074076,0.3622222222222222,18.63756434122721
st70,sus,order,swap,0,1,351.8518518518519,0.0835555555555555,4.758597532908122
st70,sus,order,swap,0,0,349.77777777777777,0.0768888888888888,4.423915863037109
st70,sus,order,swap,1,1,203.4074074074074,0.5057777777777778,28.49814534187317
st70,sus,order,inversion,1,1,193.679012345679,0.368,21.26262927055359
st70,sus,order,swap,1,0,191.55555555555557,0.5672222222222222,31.902998367945354
st70,sus,order,inversion,0,1,348.0,0.1043333333333333,6.290524323781331
st70,sus,order,inversion,0,0,356.5925925925926,0.0935555555555555,5.589083830515544
st70,sus,order,inversion,1,0,163.45679012345678,0.5543333333333332,31.795899629592896
st70,sus,order,scramble,0,1,345.5802469135803,0.1047777777777777,6.161333719889323
st70,sus,order,scramble,0,0,343.4567901234568,0.1021111111111111,6.058013757069905
st70,sus,order,scramble,1,1,239.1604938271605,0.2927777777777778,16.75372616449992
eil101,sus,pmx,swap,0,1,366.1367249602543,0.1047777777777777,7.990005334218343
st70,sus,order,scramble,1,0,214.6172839506173,0.5026666666666667,28.53540261586507
eil101,sus,pmx,swap,0,0,369.051404345522,0.0813333333333333,6.205610275268555
eil101,sus,pmx,swap,1,1,246.0519342872284,0.5286666666666667,38.2552653948466
eil101,sus,pmx,inversion,0,1,362.7450980392157,0.1055555555555555,8.501867373784384
eil101,sus,pmx,inversion,0,0,355.5378908320085,0.1151111111111111,8.666654268900553
eil101,sus,pmx,swap,1,0,232.32644409115,0.7136666666666667,50.983759005864464
eil101,sus,pmx,inversion,1,0,209.80392156862743,0.5104444444444445,38.14325698216757
eil101,sus,pmx,inversion,1,1,207.47217806041337,0.6081111111111112,45.53541795412699
eil101,sus,pmx,scramble,0,1,356.3328033916269,0.16,12.373170057932535
eil101,sus,pmx,scramble,0,0,359.4594594594594,0.0975555555555555,7.38840913772583
eil101,sus,pmx,scramble,1,1,290.77901430842604,0.2904444444444444,21.706319491068523
eil101,sus,pmx,scramble,1,0,277.63645998940115,0.2848888888888889,21.21102738380432
eil101,sus,order,swap,0,0,371.5421303656597,0.0697777777777777,5.999214808146159
eil101,sus,order,swap,0,1,362.2151563328034,0.1388888888888889,12.045334100723268
eil101,sus,order,swap,1,0,217.75304716481185,0.5288888888888889,44.38886404037476
eil101,sus,order,swap,1,1,219.1308956014838,0.569,47.54198630650839
eil101,sus,order,inversion,1,1,222.04557498675143,0.4182222222222222,35.27329142888387
eil101,sus,order,inversion,0,1,372.6020137784844,0.0852222222222222,7.379226128260295
eil101,sus,order,inversion,0,0,364.2289348171701,0.0843333333333333,7.294450680414836
eil101,sus,order,scramble,0,1,364.7058823529412,0.1154444444444444,10.132554769515991
eil101,sus,order,inversion,1,0,196.66136724960256,0.5642222222222223,47.63495143254598
eil101,sus,order,scramble,0,0,360.3603603603604,0.1346666666666666,12.017301003138224
eil101,sus,order,scramble,1,1,235.77106518282983,0.5241111111111111,44.65674956639608
lin105,sus,pmx,swap,1,1,411.1064747200778,0.3958888888888889,30.14233946800232
lin105,sus,pmx,swap,0,1,622.2639497415212,0.0797777777777777,6.2999288241068525
lin105,sus,pmx,swap,0,0,606.3333101513782,0.0894444444444444,6.872149149576823
lin105,sus,pmx,swap,1,0,449.2013816445279,0.3696666666666666,27.633102575937908
eil101,sus,order,scramble,1,0,212.1886592474828,0.6451111111111111,55.49400679270426
lin105,sus,pmx,inversion,0,1,598.1663073463616,0.1176666666666666,9.470776319503784
lin105,sus,pmx,inversion,0,0,618.2140621740037,0.1427777777777777,11.308654546737673
lin105,sus,pmx,inversion,1,1,368.0622203676658,0.4852222222222222,37.35797802607218
lin105,sus,pmx,scramble,0,1,591.0795836520851,0.0775555555555555,6.22581934928894
lin105,sus,pmx,scramble,1,1,465.9225259058349,0.3797777777777777,29.02695377667745
lin105,sus,pmx,inversion,1,0,361.85641096970113,0.5710000000000001,43.61483414967855
lin105,sus,pmx,scramble,0,0,606.0620812759348,0.0815555555555555,6.343649864196777
lin105,sus,order,swap,0,1,629.1860815541182,0.1235555555555555,11.004464626312256
lin105,sus,order,swap,0,0,621.4178083779585,0.0766666666666666,6.769699891408284
lin105,sus,pmx,scramble,1,0,422.4725873380161,0.6676666666666667,50.4410711924235
lin105,sus,order,swap,1,0,374.3514848042284,0.4793333333333333,41.39070916175842
lin105,sus,order,inversion,0,1,610.5083802767925,0.1081111111111111,9.588697830835978
lin105,sus,order,swap,1,1,351.74444212624894,0.7116666666666668,61.55750115712484
lin105,sus,order,inversion,0,0,615.4809096599207,0.0748888888888888,6.674912452697754
lin105,sus,order,inversion,1,0,339.65737070264504,0.6211111111111111,53.75498477617899
lin105,sus,order,inversion,1,1,343.8509863921923,0.7096666666666667,61.88463425636292
lin105,sus,order,scramble,0,1,606.3147645872453,0.0745555555555555,6.631158828735352
lin105,sus,order,scramble,0,0,597.8973966664348,0.0756666666666666,6.8863130410512285
lin105,sus,order,scramble,1,0,403.5445209448965,0.4614444444444445,40.05322321256002
lin105,sus,order,scramble,1,1,380.22579224331776,0.6208888888888889,53.99677411715189
lin105,rank,pmx,swap,1,1,122.84813501170689,0.9132222222222222,65.33314855893452
lin105,rank,pmx,swap,1,0,120.34216565825164,1.0,71.47472071647644
lin105,rank,pmx,swap,0,1,100.30136541715927,1.0,73.50288724899292
lin105,rank,pmx,swap,0,0,108.65846025453789,1.0,73.36682486534119
lin105,rank,pmx,inversion,1,1,17.04800982914899,0.8198888888888889,58.72871430714925
lin105,rank,pmx,inversion,1,0,15.508728006120036,0.8478888888888889,60.9799747467041
lin105,rank,pmx,inversion,0,1,13.338897002573198,0.824,61.08948016166687
lin105,rank,pmx,inversion,0,0,21.5592183044718,0.702111111111111,52.16698169708252
lin105,rank,pmx,scramble,1,1,264.5130630317361,0.6541111111111112,48.96295992533366
lin105,rank,pmx,scramble,1,0,256.1976957136565,0.8725555555555555,65.56544399261475
lin105,rank,pmx,scramble,0,1,262.1461854092774,0.7212222222222223,56.907389879226685
lin105,rank,pmx,scramble,0,0,262.25514059855806,0.717,56.28321210543314
lin105,rank,order,swap,1,1,97.24830192178408,1.0,86.29648208618164
lin105,rank,order,swap,1,0,93.92632774648212,0.8206666666666668,70.82634687423706
lin105,rank,order,swap,0,0,110.8537914087674,0.7987777777777779,70.57348783810933
lin105,rank,order,swap,0,1,101.81978348053876,0.9661111111111113,86.22626781463623
lin105,rank,order,inversion,1,1,13.742263022463314,0.684888888888889,60.13043212890625
lin105,rank,order,inversion,1,0,17.21028351531168,0.698,60.73187160491944
lin105,rank,order,inversion,0,1,14.421494308830006,0.6671111111111111,59.26868375142416
lin105,rank,order,inversion,0,0,11.966525256740155,0.6986666666666667,62.145662705103554
lin105,rank,order,scramble,1,1,149.89684029951084,0.7017777777777777,61.70977425575256
lin105,rank,order,scramble,0,1,139.1380949069245,0.6061111111111112,55.06435203552246
lin105,rank,order,scramble,1,0,169.62468414586087,0.6960000000000001,61.810014724731445
lin105,rank,order,scramble,0,0,140.31805642487885,0.6497777777777777,59.609836181004844
gr137,tournament,pmx,swap,1,1,117.29250473613637,0.998,141.26459018389383
gr137,tournament,pmx,swap,1,0,118.78945786150916,1.0,141.2469379901886
gr137,tournament,pmx,swap,0,1,138.40207292457018,1.0,145.72238445281982
gr137,tournament,pmx,swap,0,0,125.37042074069832,1.0,146.6059463818868
gr137,tournament,pmx,inversion,1,1,22.881861432818443,0.9742222222222222,138.80560366312662
gr137,tournament,pmx,inversion,1,0,20.195744396566123,1.0,142.60245370864868
gr137,tournament,pmx,inversion,0,1,22.64755987573905,1.0,146.65380064646402
gr137,tournament,pmx,inversion,0,0,22.79358080540564,0.956111111111111,140.25369135538736
gr137,tournament,pmx,scramble,1,0,302.5658645059387,0.713111111111111,102.05407691001892
gr137,tournament,pmx,scramble,1,1,286.7464532661446,0.8581111111111112,122.74266743659972
gr137,tournament,pmx,scramble,0,1,293.62184396757,0.8092222222222222,119.40394790967304
gr137,tournament,pmx,scramble,0,0,292.90128317084924,0.8027777777777777,118.15045301119488
gr137,tournament,order,swap,0,0,91.34993009128694,0.5953333333333334,100.4986051718394
gr137,tournament,order,swap,1,1,79.67445922150803,0.9318888888888888,152.85022362073263
gr137,tournament,order,swap,1,0,74.64341784413936,0.9368888888888888,152.61616937319437
gr137,tournament,order,swap,0,1,76.92582995719583,0.9307777777777778,156.27662189801535
gr137,tournament,order,inversion,1,0,20.57702126847332,0.809888888888889,129.65060591697693
gr137,tournament,order,inversion,1,1,18.78516312828368,0.9587777777777776,154.25326800346377
gr137,tournament,order,inversion,0,1,27.685759141816863,0.8355555555555556,138.20302057266235
gr137,tournament,order,inversion,0,0,21.56290114001307,1.0,166.31602438290915
gr137,tournament,order,scramble,0,1,134.77970404516148,0.7037777777777778,118.60837904612224
gr137,tournament,order,scramble,1,1,131.04042298350348,0.802888888888889,130.41067473093668
gr137,tournament,order,scramble,0,0,178.35836208418633,0.4531111111111111,75.76552549997966
gr137,tournament,order,scramble,1,0,137.6896244017198,0.8472222222222222,138.48741753896078
gr137,sus,pmx,swap,0,1,677.6974503600418,0.0783333333333333,12.01967446009318
gr137,sus,pmx,swap,0,0,682.0723519390721,0.0978888888888889,14.55750306447347
gr137,sus,pmx,swap,1,0,461.09353451772535,0.5798888888888889,82.06914258003235
gr137,sus,pmx,swap,1,1,453.1244184215424,0.617,88.11199156443278
gr137,sus,pmx,inversion,0,1,663.5849569810889,0.1288888888888889,20.15494132041931
gr137,sus,pmx,inversion,0,0,686.119899407804,0.168,25.92993760108948
gr137,sus,pmx,inversion,1,1,411.0618012111148,0.6806666666666666,101.55961521466573
gr137,sus,pmx,scramble,1,1,547.4954547406697,0.2372222222222222,35.62038000424703
gr137,sus,pmx,inversion,1,0,404.1940455909792,0.7130000000000001,105.8715495268504
gr137,sus,pmx,scramble,0,1,662.7990208008246,0.0938888888888889,14.449528694152832
gr137,sus,pmx,scramble,0,0,669.6810921983785,0.1357777777777777,20.21317783991496
gr137,sus,order,swap,0,1,691.5804141077215,0.1121111111111111,19.46905438105265
gr137,sus,order,swap,0,0,689.1491179095148,0.0825555555555555,14.36607313156128
gr137,sus,pmx,scramble,1,0,504.2928244551654,0.5612222222222223,83.07411901156108
gr137,sus,order,swap,1,0,427.4724540582843,0.4986666666666666,83.4123736222585
gr137,sus,order,swap,1,1,411.095681884338,0.5456666666666666,91.2657900651296
gr137,sus,order,inversion,0,1,708.2916982806752,0.0737777777777777,12.55653182665507
gr137,sus,order,inversion,0,0,697.9857701172463,0.0797777777777777,13.758795738220217
gr137,sus,order,inversion,1,1,406.35286482565766,0.5728888888888889,95.21214246749878
gr137,sus,order,scramble,0,1,681.6977557632935,0.0815555555555555,13.944865306218466
gr137,sus,order,inversion,1,0,390.55874479263593,0.7392222222222222,122.21837401390076
gr137,sus,order,scramble,0,0,663.253308137565,0.1237777777777777,21.407987038294475
gr137,sus,order,scramble,1,0,452.8886852867211,0.5508888888888889,91.29404052098592
gr137,sus,order,scramble,1,1,410.3775070505204,0.8745555555555556,145.40606021881104
gr137,rank,pmx,swap,1,1,118.95218053149708,1.0,139.33770656585693
gr137,rank,pmx,swap,1,0,109.53860249380844,1.0,139.34578466415405
gr137,rank,pmx,swap,0,1,126.0790517229038,1.0,143.29759112993875
gr137,rank,pmx,swap,0,0,133.19637906269836,1.0,143.80628204345703
gr137,rank,pmx,inversion,1,0,20.273526787205515,0.8974444444444445,124.28703339894612
gr137,rank,pmx,inversion,1,1,19.084362876326,0.9585555555555556,132.14133882522583
gr137,rank,pmx,inversion,0,1,20.14659356076332,0.8777777777777778,125.5320697625478
gr137,rank,pmx,inversion,0,0,17.125487332922948,0.9263333333333332,131.1198172569275
gr137,rank,pmx,scramble,1,0,284.91880568240924,0.7527777777777778,106.76318128903706
gr137,rank,pmx,scramble,1,1,308.3613683974441,0.9063333333333334,130.5264062086741
gr137,rank,pmx,scramble,0,1,294.7208184807143,0.955111111111111,141.7621656258901
gr137,rank,pmx,scramble,0,0,324.27621815336016,0.6725555555555555,100.5162095228831
gr137,rank,order,swap,1,1,89.8954471055884,1.0,160.29622348149618
gr137,rank,order,swap,1,0,91.79133322835098,1.0,158.31879846254984
gr137,rank,order,swap,0,1,86.16475551038133,0.9628888888888888,155.61454693476358
gr137,rank,order,swap,0,0,87.89219265218865,0.961,155.58730427424112
gr137,rank,order,inversion,1,1,17.21997146388368,0.9633333333333334,154.28572154045105
gr137,rank,order,inversion,1,0,13.342781746429404,0.9528888888888888,153.1420168876648
gr137,rank,order,inversion,0,1,21.250339999713685,0.9044444444444444,151.10700114568075
gr137,rank,order,inversion,0,0,15.685797317223312,0.9817777777777776,162.1628585656484
gr137,rank,order,scramble,1,1,157.59380413153335,0.9043333333333332,144.7959932486216
gr137,rank,order,scramble,1,0,159.3317395101141,0.9344444444444444,148.36786063512167
gr137,rank,order,scramble,0,1,145.52798973081568,1.0,161.33556175231934
gr137,rank,order,scramble,0,0,138.96325139936724,0.9745555555555556,156.94743140538534
kroA150,tournament,pmx,swap,1,1,152.49082591866485,1.0,105.21917430559796
kroA150,tournament,pmx,swap,1,0,150.22998039511387,1.0,106.60363658269246
kroA150,tournament,pmx,swap,0,1,142.54134620218167,1.0,111.00206057230632
kroA150,tournament,pmx,swap,0,0,132.44734328658322,1.0,110.7134342988332
kroA150,tournament,pmx,inversion,1,1,29.360830442869357,1.0,109.99602794647215
kroA150,tournament,pmx,inversion,1,0,26.64882119338461,1.0,111.03278414408366
kroA150,tournament,pmx,inversion,0,1,33.17247272910069,0.9361111111111112,108.847616036733
kroA150,tournament,pmx,inversion,0,0,29.15221434675514,1.0,114.68637013435364
kroA150,tournament,pmx,scramble,1,1,354.5719599859247,0.8795555555555555,98.1879235903422
kroA150,tournament,pmx,scramble,1,0,341.64404564419647,0.8392222222222223,91.81382902463277
kroA150,tournament,pmx,scramble,0,1,353.1103905896546,0.8933333333333334,97.4647258122762
kroA150,tournament,pmx,scramble,0,0,325.46498768411,0.7476666666666668,81.44461329778035
kroA150,tournament,order,swap,1,1,96.315286784296,1.0,132.07801071802774
kroA150,tournament,order,swap,1,0,95.14653395666816,1.0,131.9593493938446
kroA150,tournament,order,swap,0,0,107.89473684210527,0.8805555555555555,118.9053984483083
kroA150,tournament,order,swap,0,1,104.4010455939275,1.0,135.23805276552835
kroA150,tournament,order,inversion,1,1,19.11476398733223,0.9984444444444444,129.17386102676392
kroA150,tournament,order,inversion,1,0,22.04795656763686,1.0,128.4801390171051
kroA150,tournament,order,inversion,0,0,39.23490675111849,0.8535555555555555,114.35961278279622
kroA150,tournament,order,inversion,0,1,30.17141708138541,1.0,135.03376984596252
kroA150,tournament,order,scramble,1,0,214.02880410194544,0.5536666666666666,78.2654443581899
kroA150,tournament,order,scramble,1,1,181.0925953853114,0.7807777777777778,108.30732917785645
kroA150,sus,pmx,swap,1,1,510.0223696777761,0.5143333333333334,57.673200845718384
kroA150,sus,pmx,swap,0,1,735.978736238878,0.0986666666666666,11.499156872431437
kroA150,sus,pmx,swap,0,0,734.1401498014378,0.0747777777777777,8.939882198969523
kroA150,sus,pmx,swap,1,0,521.3881767455889,0.5858888888888889,65.66692733764648
kroA150,tournament,order,scramble,0,0,190.88247122103252,0.8172222222222222,115.23562566439313
kroA150,tournament,order,scramble,0,1,189.3128236062937,0.9462222222222222,134.3117939631144
kroA150,sus,pmx,inversion,0,1,738.6794349771276,0.1223333333333333,14.835344711939491
kroA150,sus,pmx,inversion,0,0,726.21776504298,0.0896666666666666,11.251593271891275
kroA150,sus,pmx,scramble,1,1,564.645855325994,0.4164444444444444,50.06423711776733
kroA150,sus,pmx,inversion,1,1,440.3395666817473,0.6066666666666666,72.71247990926106
kroA150,sus,pmx,scramble,1,0,562.4239682300307,0.4856666666666667,57.19903095563253
kroA150,sus,pmx,scramble,0,1,715.8598501985624,0.1234444444444444,14.593104124069214
kroA150,sus,pmx,scramble,0,0,722.5154576986879,0.1324444444444444,15.752162059148151
kroA150,sus,pmx,inversion,1,0,440.2252048459257,0.7286666666666667,86.2308619817098
kroA150,sus,order,swap,0,1,720.6793847081889,0.0781111111111111,11.386154254277548
kroA150,sus,order,swap,0,0,742.7587593625898,0.0946666666666666,13.568751573562622
kroA150,sus,order,swap,1,0,472.7580053285076,0.4937777777777777,68.6857602596283
kroA150,sus,order,inversion,0,1,742.3679183632433,0.1223333333333333,17.398285230000813
kroA150,sus,order,swap,1,1,445.35137988237074,0.7245555555555555,100.53424000740053
kroA150,sus,order,inversion,0,0,740.9528477353842,0.0886666666666666,12.116588195165
kroA150,sus,order,inversion,1,1,422.83717890715326,0.7121111111111111,98.28824075063068
kroA150,sus,order,scramble,0,1,729.6008646257477,0.0887777777777777,13.666722377141316
kroA150,sus,order,inversion,1,0,421.306489720002,0.7947777777777777,110.35069712003072
kroA150,sus,order,scramble,0,0,742.9409842658221,0.0867777777777777,12.8292285601298
kroA150,sus,order,scramble,1,0,462.1374352787413,0.6926666666666668,98.15366045633952
kroA150,sus,order,scramble,1,1,472.7705725632132,0.7732222222222221,110.3786644935608
kroA150,rank,pmx,swap,1,1,157.33046800382044,1.0,109.66510860125224
kroA150,rank,pmx,swap,1,0,154.8396420851556,1.0,108.9347988764445
kroA150,rank,pmx,swap,0,1,141.1551802141457,1.0,111.87538679440816
kroA150,rank,pmx,swap,0,0,130.29457598150103,1.0,111.33407322565716
kroA150,rank,pmx,inversion,1,1,25.3330317197004,0.9618888888888888,105.14304741223653
kroA150,rank,pmx,inversion,1,0,22.44131101392449,0.9772222222222222,106.32699569066364
kroA150,rank,pmx,inversion,0,1,24.73734479465138,0.9694444444444444,108.2025854587555
kroA150,rank,pmx,scramble,1,0,354.8823706831549,0.6648888888888889,72.51362387339275
kroA150,rank,pmx,inversion,0,0,26.031769969335944,0.9823333333333334,110.27324056625366
kroA150,rank,pmx,scramble,1,1,328.2436032775348,1.0,110.06032005945842
kroA150,rank,pmx,scramble,0,1,344.760719851204,0.8274444444444443,91.08281326293944
kroA150,rank,pmx,scramble,0,0,303.0965666314784,0.9985555555555556,108.42322206497192
kroA150,rank,order,swap,1,1,98.73699291207964,0.8934444444444445,115.4445772965749
kroA150,rank,order,swap,1,0,103.7902779872317,1.0,126.9943904876709
kroA150,rank,order,swap,0,1,106.6116221786558,0.955111111111111,123.01966293652852
kroA150,rank,order,swap,0,0,118.50022621022472,1.0,128.15527192751566
kroA150,rank,order,inversion,1,1,21.3379078067662,1.0,125.32513920466106
kroA150,rank,order,inversion,1,0,22.711506560096517,0.9985555555555556,124.74764839808148
kroA150,rank,order,inversion,0,1,24.25853315236516,1.0,129.24839758872986
kroA150,rank,order,scramble,1,1,206.9697883677676,0.8758888888888888,111.79383357365926
